"Time","141006A","","141006A","","141006A","",""
"and","140.00","","140.00","","140.00","",""
"Date","Discharge (Cumecs)","","Discharge (Cumecs)","","Discharge (Cumecs)","",""
"Date and time","Mean","Quality","Min","Quality","Max","Quality","Comments"
00:00:00 28/12/2010,     19.5586,     20,      7.6245,     20,     33.4600,     20, 
00:00:00 29/12/2010,     11.7744,     20,      4.8905,     20,     23.3430,     20, 
00:00:00 30/12/2010,      3.4211,     10,      2.4380,     10,      4.8905,     10, 
00:00:00 31/12/2010,      2.0136,     10,      1.5720,     10,      2.4380,     10, 
00:00:00 01/01/2011,      6.1545,     20,      1.5370,     20,     19.3895,     20, 
00:00:00 02/01/2011,      5.4482,     20,      2.5300,     20,     17.6075,     20, 
00:00:00 03/01/2011,      2.0400,     10,      1.5685,     10,      2.5300,     10, 
00:00:00 04/01/2011,      1.4092,     10,      1.2030,     10,      1.5685,     10, 
00:00:00 05/01/2011,      1.1451,     10,      1.0645,     10,      1.2030,     10, 
00:00:00 06/01/2011,      4.8124,     20,      1.0765,     20,     19.8840,     20, 
00:00:00 07/01/2011,      6.4711,     20,      3.7565,     20,     15.0025,     20, 
00:00:00 08/01/2011,      6.0378,     20,      2.4295,     20,     19.4285,     20, 
00:00:00 09/01/2011,     63.9307,     30,      6.3505,     30,    148.4250,     30, 
00:00:00 10/01/2011,     55.1359,     30,     25.4290,     30,     86.4930,     30, 
00:00:00 11/01/2011,     74.8977,     30,     26.1200,     30,    119.2810,     30, 
00:00:00 12/01/2011,     16.0513,     30,      6.0475,     30,     57.0755,     30, 
00:00:00 13/01/2011,      3.5918,     30,      2.1245,     30,      6.0475,     30, 
00:00:00 14/01/2011,      1.7649,     30,      1.4315,     30,      2.1245,     30, 
00:00:00 15/01/2011,      1.2905,     30,      1.1185,     30,      1.4315,     30, 
00:00:00 16/01/2011,      1.0483,     30,      0.9240,     30,      1.1185,     30, 
00:00:00 17/01/2011,      0.8659,     30,      0.7520,     30,      0.9285,     30, 
00:00:00 18/01/2011,      0.8148,     30,      0.7155,     30,      1.2135,     30, 
00:00:00 19/01/2011,      0.7308,     30,      0.6410,     30,      0.9505,     30, 
00:00:00 20/01/2011,      0.9555,     30,      0.6875,     30,      1.6085,     30, 
00:00:00 21/01/2011,     10.0956,     30,      1.6085,     30,     23.0770,     30, 
00:00:00 22/01/2011,      4.0686,     30,      1.9500,     30,      7.9425,     30, 
00:00:00 23/01/2011,      1.4581,     30,      1.1495,     30,      1.9500,     30, 
00:00:00 24/01/2011,      1.0110,     30,      0.8125,     30,      1.1495,     30, 
00:00:00 25/01/2011,      0.7503,     30,      0.6570,     30,      0.8125,     30, 
00:00:00 26/01/2011,      0.6146,     30,      0.5460,     30,      0.6570,     30, 
00:00:00 27/01/2011,      0.5305,     30,      0.4880,     30,      0.5545,     30, 
00:00:00 28/01/2011,      0.4695,     30,      0.4350,     30,      0.4880,     30, 
00:00:00 29/01/2011,      0.5174,     30,      0.4350,     30,      0.6150,     30, 
00:00:00 30/01/2011,      0.4567,     30,      0.4400,     30,      0.4775,     30, 
00:00:00 31/01/2011,      0.4446,     30,      0.4070,     30,      0.4825,     30, 
00:00:00 01/02/2011,      0.4187,     30,      0.4000,     30,      0.4400,     30, 
00:00:00 02/02/2011,      0.4576,     30,      0.4045,     30,      0.5015,     30, 
00:00:00 03/02/2011,      0.3640,     30,      0.3265,     30,      0.4045,     30, 
00:00:00 04/02/2011,      0.3083,     30,      0.2840,     30,      0.3320,     30, 
00:00:00 05/02/2011,      0.2837,     30,      0.2740,     30,      0.2965,     30, 
00:00:00 06/02/2011,      0.4257,     30,      0.2965,     30,      0.8325,     30, 
00:00:00 07/02/2011,      0.4512,     30,      0.3680,     30,      0.6705,     30, 
00:00:00 08/02/2011,      0.3384,     30,      0.3045,     30,      0.3770,     30, 
00:00:00 09/02/2011,      0.2847,     30,      0.2625,     30,      0.3070,     30, 
00:00:00 10/02/2011,      0.2524,     30,      0.2400,     30,      0.2645,     30, 
00:00:00 11/02/2011,      0.2710,     30,      0.2420,     30,      0.2890,     30, 
00:00:00 12/02/2011,      0.2254,     30,      0.2090,     30,      0.2465,     30, 
00:00:00 13/02/2011,      0.2092,     30,      0.2000,     30,      0.2250,     30, 
00:00:00 14/02/2011,      3.4257,     30,      0.2230,     30,      9.4410,     30, 
00:00:00 15/02/2011,      4.7953,     30,      1.7620,     30,     10.6750,     30, 
00:00:00 16/02/2011,      2.2646,     30,      1.6175,     30,      3.4065,     30, 
00:00:00 17/02/2011,      4.4407,     30,      1.4975,     30,     11.6690,     30, 
00:00:00 18/02/2011,      1.1700,     30,      0.9070,     30,      1.4975,     30, 
00:00:00 19/02/2011,      0.9005,     30,      0.7300,     30,      1.0190,     30, 
00:00:00 20/02/2011,      0.6342,     30,      0.5370,     30,      0.7300,     30, 
00:00:00 21/02/2011,      1.1908,     30,      0.4775,     30,      6.6125,     30, 
00:00:00 22/02/2011,      3.4759,     30,      1.3215,     30,      7.4820,     30, 
00:00:00 23/02/2011,      1.0407,     30,      0.9240,     30,      1.3215,     30, 
00:00:00 24/02/2011,      1.0766,     30,      0.9415,     30,      1.1530,     30, 
00:00:00 25/02/2011,      0.8601,     30,      0.6670,     30,      1.0580,     30, 
00:00:00 26/02/2011,      0.5860,     30,      0.5095,     30,      0.6670,     30, 
00:00:00 27/02/2011,      0.4752,     30,      0.4400,     30,      0.5095,     30, 
00:00:00 28/02/2011,      0.4177,     30,      0.3965,     30,      0.4400,     30, 
00:00:00 01/03/2011,      0.3785,     30,      0.3350,     30,      0.4325,     30, 
00:00:00 02/03/2011,      0.3117,     30,      0.2995,     30,      0.3350,     30, 
00:00:00 03/03/2011,      0.2847,     30,      0.2670,     30,      0.3045,     30, 
00:00:00 04/03/2011,      1.9387,     30,      0.2600,     30,     10.5885,     30, 
00:00:00 05/03/2011,      2.7464,     30,      1.6930,     30,      8.8025,     30, 
00:00:00 06/03/2011,      2.8780,     30,      1.1745,     30,      7.2060,     30, 
00:00:00 07/03/2011,      0.9717,     30,      0.7590,     30,      1.1745,     30, 
00:00:00 08/03/2011,      0.7360,     30,      0.7120,     30,      0.7590,     30, 
00:00:00 09/03/2011,      0.6015,     30,      0.5230,     30,      0.7120,     30, 
00:00:00 10/03/2011,      0.4978,     30,      0.4750,     30,      0.5230,     30, 
00:00:00 11/03/2011,      0.4503,     30,      0.4135,     30,      0.4825,     30, 
00:00:00 12/03/2011,      0.3921,     30,      0.3740,     30,      0.4135,     30, 
00:00:00 13/03/2011,      0.3858,     30,      0.3585,     30,      0.4375,     30, 
00:00:00 14/03/2011,      0.4337,     30,      0.3525,     30,      0.4880,     30, 
00:00:00 15/03/2011,      0.3206,     30,      0.2915,     30,      0.3555,     30, 
00:00:00 16/03/2011,      0.2757,     30,      0.2575,     30,      0.2965,     30, 
00:00:00 17/03/2011,      0.2468,     30,      0.2315,     30,      0.2625,     30, 
00:00:00 18/03/2011,      0.2292,     30,      0.2190,     30,      0.2400,     30, 
00:00:00 19/03/2011,      2.8790,     30,      0.2150,     30,     17.0480,     30, 
00:00:00 20/03/2011,      5.3059,     30,      1.9155,     30,     16.2655,     30, 
00:00:00 21/03/2011,      1.4270,     30,      1.0385,     30,      1.9155,     30, 
00:00:00 22/03/2011,      0.8490,     30,      0.6740,     30,      1.0385,     30, 
00:00:00 23/03/2011,      0.5803,     30,      0.4960,     30,      0.6740,     30, 
00:00:00 24/03/2011,      0.4559,     30,      0.4090,     30,      0.4960,     30, 
00:00:00 25/03/2011,      0.3758,     30,      0.3405,     30,      0.4090,     30, 
00:00:00 26/03/2011,      0.3205,     30,      0.3020,     30,      0.3835,     30, 
00:00:00 27/03/2011,      0.3315,     30,      0.2915,     30,      0.4025,     30, 
00:00:00 28/03/2011,      0.2955,     30,      0.2840,     30,      0.3070,     30, 
00:00:00 29/03/2011,      0.3166,     30,      0.2865,     30,      0.3405,     30, 
00:00:00 30/03/2011,      0.9059,     30,      0.2890,     30,      1.6795,     30, 
00:00:00 31/03/2011,      0.6810,     30,      0.5065,     30,      0.9910,     30, 
00:00:00 01/04/2011,      0.4493,     30,      0.4160,     30,      0.5315,     30, 
00:00:00 02/04/2011,      0.4006,     30,      0.3290,     30,      0.4470,     30, 
00:00:00 03/04/2011,      0.5256,     30,      0.3125,     30,      1.0650,     30, 
00:00:00 04/04/2011,      0.5744,     30,      0.3770,     30,      1.0450,     30, 
00:00:00 05/04/2011,      0.3260,     30,      0.2995,     30,      0.3770,     30, 
00:00:00 06/04/2011,      0.3057,     30,      0.2600,     30,      0.3405,     30, 
00:00:00 07/04/2011,      0.3016,     30,      0.2400,     30,      1.0420,     30, 
00:00:00 08/04/2011,      7.1665,     30,      1.0420,     30,     53.0760,     30, 
00:00:00 09/04/2011,     17.3613,     30,      2.4230,     30,     58.5645,     30, 
00:00:00 10/04/2011,      1.6124,     30,      1.1705,     30,      2.4230,     30, 
00:00:00 11/04/2011,      1.0544,     30,      0.8610,     30,      2.1140,     30, 
00:00:00 12/04/2011,      1.2370,     30,      0.7895,     30,      2.3095,     30, 
00:00:00 13/04/2011,      0.6949,     30,      0.6090,     30,      0.7895,     30, 
00:00:00 14/04/2011,      0.5596,     30,      0.5120,     30,      0.6090,     30, 
00:00:00 15/04/2011,      0.4779,     30,      0.4470,     30,      0.5120,     30, 
00:00:00 16/04/2011,      0.4262,     30,      0.4090,     30,      0.4470,     30, 
00:00:00 17/04/2011,      0.4138,     30,      0.3835,     30,      0.4375,     30, 
00:00:00 18/04/2011,      2.8460,     30,      0.4000,     30,     12.2060,     30, 
00:00:00 19/04/2011,      2.6243,     30,      1.5565,     30,      7.9545,     30, 
00:00:00 20/04/2011,      4.5108,     30,      1.5865,     30,     10.0220,     30, 
00:00:00 21/04/2011,      1.4339,     30,      1.0420,     30,      2.1035,     30, 
00:00:00 22/04/2011,      0.8905,     30,      0.7335,     30,      1.0420,     30, 
00:00:00 23/04/2011,      0.6605,     30,      0.5810,     30,      0.7335,     30, 
00:00:00 24/04/2011,      0.5408,     30,      0.4985,     30,      0.5810,     30, 
00:00:00 25/04/2011,      0.4999,     30,      0.4750,     30,      0.6345,     30, 
00:00:00 26/04/2011,      0.6784,     30,      0.5485,     30,      1.1955,     30, 
00:00:00 27/04/2011,      0.8708,     30,      0.5887,     30,      1.2835,     30, 
00:00:00 28/04/2011,      0.6370,     30,      0.5750,     30,      0.7155,     30, 
00:00:00 29/04/2011,      0.7164,     30,      0.6150,     30,      0.9110,     30, 
00:00:00 30/04/2011,      0.5217,     30,      0.4570,     30,      0.6150,     30, 
00:00:00 01/05/2011,      0.4269,     30,      0.4025,     30,      0.4570,     30, 
00:00:00 02/05/2011,      0.3693,     30,      0.3405,     30,      0.4025,     30, 
00:00:00 03/05/2011,      0.4307,     30,      0.3265,     30,      1.3600,     30, 
00:00:00 04/05/2011,      0.6947,     30,      0.4350,     30,      1.3760,     30, 
00:00:00 05/05/2011,      0.3697,     30,      0.3235,     30,      0.4350,     30, 
00:00:00 06/05/2011,      0.2973,     30,      0.2740,     30,      0.3265,     30, 
00:00:00 07/05/2011,      0.2690,     30,      0.2600,     30,      0.2815,     30, 
00:00:00 08/05/2011,      0.2511,     30,      0.2400,     30,      0.2645,     30, 
00:00:00 09/05/2011,      0.3106,     30,      0.2440,     30,      0.4595,     30, 
00:00:00 10/05/2011,      0.3648,     30,      0.2720,     30,      0.4645,     30, 
00:00:00 11/05/2011,      0.3198,     30,      0.1982,     30,      1.0500,     30, 
00:00:00 12/05/2011,      0.1815,     30,      0.1685,     30,      0.1982,     30, 
00:00:00 13/05/2011,      0.1561,     30,      0.1480,     30,      0.1685,     30, 
00:00:00 14/05/2011,      0.1407,     30,      0.1345,     30,      0.1480,     30, 
00:00:00 15/05/2011,      0.1252,     30,      0.1165,     30,      0.1345,     30, 
00:00:00 16/05/2011,      0.1135,     30,      0.1105,     30,      0.1175,     30, 
00:00:00 17/05/2011,      0.1094,     30,      0.1065,     30,      0.1130,     30, 
00:00:00 18/05/2011,      0.1078,     30,      0.1020,     30,      0.1200,     30, 
00:00:00 19/05/2011,      0.1003,     30,      0.0885,     30,      0.1097,     30, 
00:00:00 20/05/2011,      0.1192,     30,      0.1097,     30,      0.1375,     30, 
00:00:00 21/05/2011,      0.5976,     30,      0.1335,     30,      6.4535,     30, 
00:00:00 22/05/2011,      4.0031,     30,      1.2070,     30,      9.8140,     30, 
00:00:00 23/05/2011,      1.1126,     30,      0.7600,     30,      2.5185,     30, 
00:00:00 24/05/2011,      1.3378,     30,      0.7485,     30,      2.5185,     30, 
00:00:00 25/05/2011,      0.5429,     30,      0.4000,     30,      0.7485,     30, 
00:00:00 26/05/2011,      0.3272,     30,      0.2775,     30,      0.4000,     30, 
00:00:00 27/05/2011,      0.2466,     30,      0.2295,     30,      0.2775,     30, 
00:00:00 28/05/2011,      0.2086,     30,      0.1950,     30,      0.2375,     30, 
00:00:00 29/05/2011,      0.2768,     30,      0.1950,     30,      0.4025,     30, 
00:00:00 30/05/2011,      0.5286,     30,      0.2145,     30,      1.0380,     30, 
00:00:00 31/05/2011,      0.3573,     30,      0.2610,     30,      0.5385,     30, 
00:00:00 01/06/2011,      0.2305,     20,      0.2120,     20,      0.2610,     20, 
00:00:00 02/06/2011,      0.1940,     20,      0.1810,     20,      0.2120,     20, 
00:00:00 03/06/2011,      0.1670,     20,      0.1545,     20,      0.1835,     20, 
00:00:00 04/06/2011,      0.1488,     20,      0.1420,     20,      0.1545,     20, 
00:00:00 05/06/2011,      0.1435,     20,      0.1340,     20,      0.1600,     20, 
00:00:00 06/06/2011,      0.1352,     20,      0.1270,     20,      0.1400,     20, 
00:00:00 07/06/2011,      0.1307,     20,      0.1220,     20,      0.1475,     20, 
00:00:00 08/06/2011,      0.1235,     20,      0.1190,     20,      0.1290,     20, 
00:00:00 09/06/2011,      0.1141,     20,      0.1075,     20,      0.1240,     20, 
00:00:00 10/06/2011,      0.0999,     20,      0.0910,     20,      0.1095,     20, 
00:00:00 11/06/2011,      0.1054,     20,      0.0885,     20,      0.1760,     20, 
00:00:00 12/06/2011,      0.2616,     20,      0.1760,     20,      0.3140,     20, 
00:00:00 13/06/2011,      0.1732,     20,      0.1495,     20,      0.2160,     20, 
00:00:00 14/06/2011,      0.1386,     20,      0.1255,     20,      0.1630,     20, 
00:00:00 15/06/2011,      0.1322,     20,      0.1240,     20,      0.1475,     20, 
00:00:00 16/06/2011,      0.1415,     20,      0.1305,     20,      0.1515,     20, 
00:00:00 17/06/2011,      0.1258,     20,      0.1200,     20,      0.1305,     20, 
00:00:00 18/06/2011,      0.1019,     20,      0.0885,     20,      0.1225,     20, 
00:00:00 19/06/2011,      0.0935,     20,      0.0895,     20,      0.1005,     20, 
00:00:00 20/06/2011,      0.0939,     20,      0.0895,     20,      0.1110,     20, 
00:00:00 21/06/2011,      0.1076,     20,      0.0945,     20,      0.1185,     20, 
00:00:00 22/06/2011,      0.0932,     20,      0.0800,     20,      0.1020,     20, 
00:00:00 23/06/2011,      0.0812,     20,      0.0780,     20,      0.0865,     20, 
00:00:00 24/06/2011,      0.0909,     20,      0.0780,     20,      0.1055,     20, 
00:00:00 25/06/2011,      0.0951,     20,      0.0800,     20,      0.1035,     20, 
00:00:00 26/06/2011,      0.1101,     20,      0.0985,     20,      0.1215,     20, 
00:00:00 27/06/2011,      0.1184,     20,      0.1050,     20,      0.1340,     20, 
00:00:00 28/06/2011,      0.1525,     20,      0.1340,     20,      0.1670,     20, 
00:00:00 29/06/2011,      0.1744,     20,      0.1450,     20,      0.1986,     20, 
00:00:00 30/06/2011,      0.2099,     20,      0.1950,     20,      0.2270,     20, 
00:00:00 01/07/2011,      0.1666,     20,      0.1305,     20,      0.1990,     20, 
00:00:00 02/07/2011,      0.1144,     20,      0.0960,     20,      0.1310,     20, 
00:00:00 03/07/2011,      0.0954,     20,      0.0885,     20,      0.1015,     20, 
00:00:00 04/07/2011,      0.0938,     20,      0.0860,     20,      0.0995,     20, 
00:00:00 05/07/2011,      0.0925,     20,      0.0835,     20,      0.1020,     20, 
00:00:00 06/07/2011,      0.0811,     20,      0.0735,     20,      0.0870,     20, 
00:00:00 07/07/2011,      0.0678,     20,      0.0595,     20,      0.0780,     20, 
00:00:00 08/07/2011,      0.0593,     20,      0.0540,     20,      0.0635,     20, 
00:00:00 09/07/2011,      0.0582,     20,      0.0540,     20,      0.0655,     20, 
